Data Details,,,,,,,,,Levels of Location Strata,Levels of Business Sector Strata,ISIC Rev. 3.1 (http://unstats.un.org/unsd/cr/registry/regcst.asp?Cl=17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,Construction,,,,,"Wholesale and retail trade; repair of motor vehicles, motocyles and personal and household goods",,,,,,Hotels and restaurants,,,"Transport, storage and communications",,"Professional, scientific and technical activities",,,,,,,Others,,Additional
Thailand,2006,2006,,7,4/2007 - 11/2007,Not Global,EAP,1043,"Bangkok And Vicinity (472), Central (282), East (105), Lower Northeast (36), North (40), South (83), Upper Northeast (25)",Manufacturing (1043),108,0,0,149,143,0,0,0,0,0,0,0,258,0,0,0,54,0,106,109,0,100,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thailand,2016,2014/2015,2012/2013,5,11/2015 - 06/2016,Global,EAP,1000,"Bangkok (274), Central (326), North (131), Northeast (143), South (126)","Electronics & Communications Equip. (117), Food (161), Garments (155), Other Manufacturing (132), Other Services (150), Retail (124), Rubber & Plastics Products (161)",161,0,0,20,155,3,8,8,4,1,8,0,161,10,2,30,43,74,16,8,2,8,3,1,0,21,0,42,46,124,11,0,0,4,0,23,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Timor-Leste,2009,2008,2006,1,9/2009 - 10/2009,Global,EAP,150,Timor Leste (150),"Manufacturing (63), Services (87)",12,0,0,2,1,0,33,1,2,0,0,0,0,4,2,0,2,1,0,0,0,2,1,0,0,29,0,16,12,12,0,0,0,2,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,3
Timor-Leste,2015,2014/2015,2012/2013,1,09/2015 - 06/2016,Global,EAP,126,Dili (126),"Manufacturing (60), Services (66)",12,0,0,0,3,0,4,0,1,1,0,0,0,2,1,2,0,3,1,4,0,22,4,0,0,12,0,9,7,22,1,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Timor-Leste,2021,2020,2018,1,12/2021 - 03/2022,Global,EAP,238,Dili (238),"Manufacturing (82), Services (156)",10,3,1,0,8,0,2,0,16,0,1,1,0,7,0,1,0,0,1,3,0,15,2,0,18,12,11,16,19,36,0,0,0,1,5,14,10,13,2,1,0,0,0,0,0,0,0,3,6,0
Togo,2009,2008,2006,1,7/2009 - 10/2009,Global,AFR,155,Lome (155),"Manufacturing (36), Services (119)",6,0,0,0,0,1,2,0,7,1,3,0,0,1,1,4,0,3,2,0,3,1,0,0,0,25,0,8,32,19,4,1,2,7,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,12
Togo,2016,2015,2013,2,07/2016 - 11/2016,Global,AFR,150,"LomÇ (119), Plateaux, Centrale, Kara (31)","Manufacturing (45), Services (105)",9,0,0,1,0,0,0,1,4,0,8,0,4,2,1,6,0,1,2,0,0,5,1,0,0,26,0,10,41,3,4,0,0,3,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0
Togo,2023,2022/2023,2020/2021,2,06/2023-10/2023,Global,AFR,148,"Maritime (132), Other Regions (16)","Manufacturing (54), Services (94)",7,2,0,2,0,1,1,0,3,1,7,2,6,4,0,6,0,0,1,0,0,5,1,5,5,4,2,5,16,24,2,2,1,10,0,4,0,0,1,1,11,2,1,0,0,1,0,0,2,0
Tonga,2009,2008,2006,1,4/2009 - 9/2009,Global,EAP,150,Tongatapu (150),"Manufacturing (54), Services (96)",18,0,1,2,1,0,4,0,0,0,4,0,1,12,1,0,0,1,2,1,0,6,0,0,0,1,0,6,17,64,0,0,0,1,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Tonga,2024,2022/2023/2024,2020/2021/2022,2,06/2024 - 12/2024,Global,EAP,150,"Other Islands (40), Tongatapu (110)","Manufacturing (36), Services (114)",9,5,1,0,0,0,4,0,4,0,2,0,1,3,0,0,0,0,0,0,0,2,4,1,8,0,0,10,5,47,1,2,0,4,1,4,23,2,0,0,1,0,0,0,0,1,0,3,2,0
Trinidad and Tobago,2010,2009,2007,2,3/2011 -  8/2011,Global,LAC,370,"Port Of Spain (164), Rest of the country (206)","Manufacturing (123), Other Services (129), Retail (118)",23,0,0,0,9,1,3,4,15,0,15,0,5,6,7,12,0,4,2,1,0,8,2,0,0,30,0,14,27,117,4,1,1,15,0,27,0,6,0,0,0,0,0,0,0,0,0,0,0,11
Trinidad and Tobago,2025,2023/2024/2025,2021/2022/2023,1,09/2024-04/2025,Global,LAC,114,Trinidad and Tobago (114),"Manufacturing (15), Services (99)",4,0,0,0,2,1,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,1,8,2,14,10,40,1,0,0,0,0,2,13,0,0,0,0,0,1,0,1,3,0,0,3,0
Tunisia,2013,2012,2009,5,9/2013 - 11/2014,Global,MNA,592,"Interior (42), Northeast (141), Sfax (126), South Coast/West (148), Tunis (135)","Food (83), Garments (84), Other Manufacturing (163), Other Services (228), Retail (34)",82,0,0,18,84,13,3,5,5,0,12,0,15,10,13,22,2,13,13,2,4,9,4,0,0,23,0,15,94,34,13,9,1,31,0,32,0,10,0,0,0,0,0,0,0,0,0,0,0,1
Tunisia,2020,2018,2016,4,9/2019 - 07/2020,Global,MNA,615,"Centre East (167), North East (205), North West & Centre West (135), South East & South West (108)","Food (112), Other Manufacturing (124), Other Services (125), Textiles & Garments (129), Wholesale & Retail (125)",112,0,0,22,107,6,3,3,4,0,11,0,12,16,2,31,3,10,9,3,3,7,1,0,0,41,0,14,70,55,9,0,1,18,1,34,0,7,0,0,0,0,0,0,0,0,0,0,0,0
Tunisia,2024,2023/2024,2021/2022,4,03/2024-03/2025,Global,MNA,645,"Centre East (104), North East (359), North West & Centre West (107), South East & South West (75)","Food (89), Garments (91), Other Manufacturing (153), Other Services (208), Retail (104)",89,3,0,25,91,5,2,4,4,0,14,4,16,7,1,18,4,10,11,3,4,4,7,7,16,9,15,10,72,104,4,2,0,3,0,11,12,3,1,16,4,4,5,2,4,4,0,9,2,0
Turkey,2002,2001,1998/1999,1,,Not Global,,359,Turkiye (359),"Manufacturing (138), Services (221)",10,0,0,15,17,6,2,1,6,0,13,0,7,3,5,5,0,8,14,9,0,9,0,2,0,22,0,5,44,64,2,3,4,4,1,58,0,2,0,0,0,0,0,0,0,0,0,0,0,18
Turkey,2004,2003,,5,,Not Global,,381,"Akdeniz (81), Anadolu (70), Ege (40), Karadeniz (12), Marmara (178)","Manufacturing (145), Services (236)",24,0,0,18,11,5,3,0,8,0,5,0,13,10,0,8,0,7,14,2,2,11,0,0,0,27,0,15,59,51,2,4,2,6,0,48,0,3,0,0,0,0,0,0,0,0,0,0,0,23
Turkey,2005,2004,2002,5,,Not Global,,1323,"Akdeniz (140), Anadolu (253), Ege (208), Karadeniz (94), Marmara (628)",Manufacturing (1323),283,0,0,162,205,14,1,4,1,5,104,0,50,68,43,94,12,35,135,74,6,14,6,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Turkey,2008,2007,2004,5,4/2008 - 12/2008,Global,ECA,1152,"Aegean (199), Black Sea - Eastern (106), Central Anatolia (183), Marmara (422), South (242)","Chemicals & Chemical Products (108), Food (161), Garments (115), Non-Metallic Mineral Products (111), Other Manufacturing (224), Other Services (139), Retail (94), Textiles (200)",161,0,2,200,114,5,4,5,1,5,107,0,45,111,17,48,6,13,49,12,0,11,0,1,0,13,0,27,80,93,8,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,3
Turkey,2013,2011,2009,6,1/2013 - 6/2014,Global,ECA,1344,"Aegean (275), Black Sea (136), Central Anatolia (240), Eastern And Southeastern Anatolia (146), Marmara (367), Mediterranean (180)","Chemicals & Chemical Products (117), Fabricated Metal Products (141), Food (172), Garments (154), Non-Metallic Mineral Products (145), Other Manufacturing (187), Other Services (139), Retail (120), Textiles (169)",172,0,0,169,154,10,4,9,14,1,117,0,39,145,9,141,1,8,39,10,4,34,5,0,0,54,0,19,31,120,4,0,0,7,1,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Turkey,2015,2013/2014,2011/2012,26,06/2015 - 02/2016,Not Global,ECA,6006,"Adana, Mersin (157), Agri, Kars, Igdir, Ardahan (155), Ankara (161), Antalya, Isparta, Burdur (205), Aydin, Denizli, Mugla (240), Balikesir, Canakkale (115), Bursa, Eskisehir, Bilecik (202), Erzurum, Erzincan, Bayburt (125), Gaziantep, Adiyaman, Kilis (241), Hatay, Kahramanmaras, Osmaniye (299), Istanbul (952), Izmir (149), Kastamonu, Cankiri, Sinop (127), Kayseri, Sivas, Yozgat (155), Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir (191), Kocaeli, Sakarya, Duzce, Bolu, Yalova (255), Konya, Karaman (161), Malatya, Elazig, Bingol, Tunceli (232), Manisa, Afyon, Kutahya, Usak (244), Mardin, Batman, Sirnak, Siirt (226), Samsun, Tokat, Corum, Amasya (211), Sanliurfa, Diyarbakir (337), Tekirdag, Edirne, Kirklareli (120), Trabzon, Ordu, Giresun, Rize, Artvin, Gumushane (390), Van, Mus, Bitlis, Hakkari (239), Zonguldak, Karabuk, Bartin (117)","Construction (634), Fabricated Metal Products (580), Food (781), Other Manufacturing (782), Other Services (658), Textiles & Garments (705), Transport (614), Wholesale & Retail (1252)",788,0,3,227,480,65,61,16,77,5,35,0,95,128,76,335,4,27,182,59,11,181,17,1,0,634,0,188,202,961,569,8,1,60,33,444,0,33,0,0,0,0,0,0,0,0,0,0,0,0
Turkey,2019,2018,2016,12,9/2018 - 5/2019,Global,ECA,1663,"Aegean (145), Central Anatolia (136), Central East Anatolia (135), East Black Sea (138), East Marmara (134), Istanbul (150), Mediterranean (139), Northeast Anatolia (139), Southeast Anatolia (138), West Anatolia (135), West Black Sea (138), West Marmara (136)","Construction (173), Fabricated Metal Products (149), Food (177), Garments (158), Machinery & Equipment (149), Other Manufacturing (235), Other Services (203), Retail (222), Textiles (197)",177,0,0,197,158,6,11,3,8,0,47,0,15,63,17,149,3,7,149,12,0,31,12,0,0,173,0,37,83,222,17,1,0,14,3,40,0,8,0,0,0,0,0,0,0,0,0,0,0,0
Turkey,2024,2022/2023/2024,2020/2021/2022,7,12/2023-02/2025,Global,ECA,1416,"Aegean Region (194), Black Sea Region (137), Central Anatolia Region (179), Eastern Anatolia Region (129), Marmara Region (401), Mediterranean Region (220), Southeastern Anatolia Region (156)","Construction (151), Fabricated Metal Products (77), Food (118), Garments (122), Other Manufacturing (227), Other Services (326), Retail (186), Textiles (99), Transport (110)",118,1,0,99,122,8,13,7,1,1,16,2,13,17,12,77,3,21,53,18,2,22,12,5,100,7,44,24,113,186,75,2,1,30,2,118,28,0,3,6,5,3,5,0,0,1,2,14,4,0
Turkmenistan,2024,2023/2024,2021/2022,3,10/2024 - 05/2025,Global,ECA,311,"Ashgabat (136), Dasoguz, Ahal, and Balkan (95), Lebap and Mary (80)","Manufacturing (134), Other Services (145), Retail (32)",34,4,0,5,8,2,1,7,6,1,15,0,12,16,2,5,0,3,2,0,1,8,0,2,15,32,11,6,23,32,5,0,0,19,0,0,7,0,3,3,2,1,5,0,3,4,2,1,3,0
Uganda,2006,2005,2002,5,8/2006 - 10/2006,Global,AFR,563,"Jinja (30), Kampala (451), Lira (23), Mbale (24), Mbarara (35)","Food (90), Garments (6), Other Manufacturing (211), Other Services (134), Retail (122)",90,0,2,4,6,6,24,4,19,0,8,0,3,12,2,51,0,0,5,2,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256
Uganda,2013,2012,2010,6,1/2013 - 7/2014,Global,AFR,762,"Jinja (93), Kampala (380), Lira (38), Mbale (82), Mbarara (95), Wakiso (74)","Food (118), Other Manufacturing (206), Other Services (212), Retail (172), Textiles & Garments (54)",118,0,0,43,11,5,22,5,15,1,9,0,5,14,3,53,0,7,9,2,0,54,2,0,0,18,0,33,52,172,6,0,0,3,0,94,0,6,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,2002,2001,1998/1999,1,,Not Global,,322,Ukraine (322),"Manufacturing (122), Services (200)",23,0,0,3,9,2,9,3,12,0,6,0,4,11,0,14,0,3,10,2,0,11,0,0,0,53,0,12,35,48,8,0,2,7,3,24,0,8,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,2005,2004,2002,18,,Not Global,,381,"Cherkasskaya (9), Chrnigovskaya (2), Dnepropetrovskaya (57), Donetskaya (57), Ivano-Frankovskaya (12), Kharkovskaya (21), Kievskaya (81), Krym (27), Lvovskaya (41), Odesskaya (16), Rovenskaya (6), Sumskaya (9), Ternopolskaya (1), Vinnitskaya (6), Volynskaya (2), Zakarpatskaya (6), Zaporozhskaya (9), Zhitomirskaya (19)","Manufacturing (146), Services (235)",27,0,1,6,16,5,15,1,13,0,6,0,1,7,0,17,0,0,3,0,0,24,4,0,0,64,0,11,49,51,8,0,0,10,6,32,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,2008,2007,2004,5,6/2008 - 8/2008,Global,ECA,851,"East (159), Kiev (173), North (186), South (168), West (165)","Food (142), Garments (151), Machinery & Equipment (136), Other Manufacturing (151), Other Services (150), Retail (121)",142,0,0,17,150,2,16,2,15,2,14,0,5,19,5,35,0,9,136,2,0,5,3,0,0,27,0,19,46,122,11,0,0,5,2,20,0,19,0,0,0,0,0,0,0,0,0,0,0,1
Ukraine,2013,2011,2009,5,1/2013 - 11/2013,Global,ECA,1002,"East (318), Kyiv (217), North (145), South (142), West (180)","Food (148), Garments (156), Machinery & Equipment (127), Non-Metallic Mineral Products (153), Other Manufacturing (153), Other Services (137), Retail (128)",148,0,0,17,156,8,5,3,17,0,13,0,15,153,2,29,3,6,127,2,2,11,18,2,0,35,0,13,48,128,8,0,0,8,1,16,0,8,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,2019,2018,2016,8,3/2019 - 12/2019,Global,ECA,1337,"Cherkaska, Chernihivska (127), Dnipropetrovska, Kharkivska (184), Khersonska, Mykolaivska, Odeska (149), Kirovohradska, Poltavska (137), Kyiv (242), Sumska, Zaporizka (129), Vinnytska, Zhytomyrska (141), West (228)","Fabricated Metal Products (122), Food (176), Garments (131), Machinery & Equipment (143), Non-Metallic Mineral Products (125), Other Manufacturing (248), Other Services (277), Retail (115)",176,0,1,17,131,9,24,10,16,2,21,0,33,125,6,122,6,34,143,15,8,27,17,2,0,71,0,29,104,115,31,0,1,17,4,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,2024,2023/2024/2025 ,2021/2022/2023 ,7,04/2024-03/2025,Global,ECA,1003,"London (202), Midlands and East England (194), North England (155), Northern Ireland (84), Scotland (100), South England (190), Wales (78)","Construction (102), Fabricated Metal Products (40), Hotels (131), Other Manufacturing (167), Other Services (273), Professional Activities (141), Retail (149)",24,12,3,5,0,1,2,0,9,0,3,1,10,11,7,40,7,6,24,10,11,7,8,6,35,9,58,33,50,149,24,1,0,14,3,131,88,2,5,47,17,47,26,3,32,14,2,6,0,0
United States,2024,2023/2024,2021/2022,14,5/2024-4/2025,Global,NA,2697,"Chicago Metro Statistical Area (196), DC Metro Statistical Area (143), Dallas Metro Statistical Area (130), East North Central (excl. Chicago MSA) (270), East South Central (148), Los Angeles Metro Statistical Area (176), Middle Atlantic (excl. New York MSA) (174), Mountain (241), New England (162), New York Metro Statistical Area (158), Pacific (excl. Los Angeles MSA) (275), South Atlantic (excl. DC MSA) (234), West North Central (214), West South Central (excl. Dallas MSA) (176)","Construction (201), Electrical & Computer Products (68), Fabricated Metal Products (208), Food (78), Hotels (258), Machinery & Equipment (145), Motor Vehicles (71), Other Manufacturing (251), Other Services (273), Pharmaceutical, Chemicals & Chemical Products (57), Professional Activities (141), Restaurants (414), Retail (303), Wholesale (229)",78,20,0,12,13,4,11,4,14,5,40,17,34,20,33,208,68,27,118,71,21,13,36,11,58,17,126,146,229,303,29,3,3,20,0,258,414,8,3,44,69,32,15,5,4,11,5,6,11,0
Uruguay,2006,2005,2002,2,3/2006 - 10/2006,Global,LAC,621,"Canelones (151), Montevideo (470)","Chemicals & Chemical Products (80), Food (121), Garments (53), Rest of Universe (240), Retail (127)",121,0,0,46,52,19,1,0,0,0,78,0,40,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261
Uruguay,2010,2009,2007,2,4/2010 -  4/2011,Global,LAC,607,"Canelones (71), Montevideo (536)","Food (142), Other Manufacturing (125), Other Services (130), Retail (94), Textiles & Garments (116)",142,0,1,44,72,8,6,8,12,0,36,0,15,7,6,12,0,2,1,4,0,2,4,0,0,10,0,16,41,94,8,6,0,13,7,12,0,16,0,0,0,0,0,0,0,0,0,0,0,2
Uruguay,2017,2016,2014,2,3/2017-12/2017,Global,LAC,347,"Canelones (104), Montevideo (243)","Manufacturing (114), Other Services (119), Retail (114)",43,0,0,4,8,3,4,5,0,0,18,0,13,4,1,2,1,0,0,4,1,1,2,0,0,6,0,9,37,114,21,1,2,21,2,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0
Uruguay,2024,2023/2024,2021/2022,2,02/2024-03/2025,Global,LAC,360,"Montevideo (191), Rest of the country (169)","Manufacturing (89), Other Services (152), Retail (119)",38,2,0,5,1,0,4,2,5,0,3,0,9,6,0,6,0,1,2,0,0,2,1,2,1,1,8,12,50,119,15,2,0,7,0,4,12,2,1,7,6,9,0,1,4,6,1,2,1,0
Uzbekistan,2002,2001,1998/1999,1,,Not Global,,182,Uzbekistan (182),"Manufacturing (41), Services (141)",7,0,0,8,1,0,0,0,1,0,3,0,2,7,1,2,0,1,6,0,0,2,0,0,0,37,0,18,20,36,4,1,0,6,2,13,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Uzbekistan,2003,2002,,1,,Not Global,,100,Uzbekistan (100),Manufacturing (100),50,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uzbekistan,2005,2004,2002,3,,Not Global,,213,"Samarkandskaya (84), Tashkent (59), Tashkentskaya (70)","Manufacturing (66), Services (147)",25,0,0,4,6,1,2,0,0,0,8,0,2,3,1,0,0,2,7,1,0,2,2,0,0,29,0,3,10,65,10,0,0,6,2,19,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Uzbekistan,2008,2007,2004,3,4/2008 - 8/2008,Global,ECA,366,"Samarkandskaya (136), Tashkent (125), Tashkentskaya (105)","Manufacturing (123), Other Services (133), Retail (110)",30,0,0,11,10,1,0,1,4,0,9,0,2,17,3,7,0,4,12,1,0,8,3,0,0,37,0,5,29,109,16,0,0,15,3,26,0,2,0,0,0,0,0,0,0,0,0,0,0,1
Uzbekistan,2013,2011,2009,3,1/2013 - 10/2013,Global,ECA,390,"Andizhanskaja & Ferganskaja (98), Samarkandskaja & Kashkadar'Inskaja (70), Tashkent & Tashkentskaja (222)","Manufacturing (133), Other Services (135), Retail (122)",28,0,0,24,6,3,0,4,2,0,7,0,8,15,2,2,2,4,10,4,0,7,5,0,0,32,0,20,17,122,26,0,1,5,5,26,0,2,0,0,0,0,0,0,0,0,0,0,0,1
Uzbekistan,2019,2018,2016,9,2/2019 - 9/2019,Global,ECA,1239,"Andijan Region (133), Fergana Region (123), Karakalpakstan (113), Navoiy And Jizzakh Region (115), Qashqadaryo Region (124), Samarqand Region (147), Surxondaryo Region (124), Tashkent (205), Tashkent Region (155)","Food (164), Garments (106), Non-Metallic Mineral Products (139), Other Manufacturing (177), Other Services (272), Retail (126), Rubber & Plastics Products (115), Textiles (140)",164,0,0,140,106,8,5,14,11,1,44,0,115,139,7,21,2,8,9,11,3,25,6,2,0,72,0,55,44,126,50,0,0,11,2,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Uzbekistan,2024,2023/2024,2021/2022,6,2/2024-10/2024,Global,ECA,1008,"Center (185), Central-East (154), East (177), South (137), Tashkent (182), West (173)","Construction (149), Food (119), Garments (123), Other Manufacturing (179), Other Services (186), Retail (136), Textiles (116)",119,3,0,116,123,5,4,8,5,2,11,3,29,47,3,21,2,5,5,8,1,9,4,4,96,39,14,13,44,136,35,0,1,21,1,7,37,2,1,3,3,2,6,0,1,4,1,1,3,0
Vanuatu,2009,2008,2006,1,6/2009 - 10/2009,Global,EAP,128,Efate  (128),"Manufacturing (15), Services (113)",5,0,0,1,0,0,0,0,3,0,0,0,0,1,0,1,0,0,2,0,1,1,0,0,0,24,0,7,9,47,0,2,0,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vanuatu,2023,2022/2023,2020/2021,1,09/2023-02/2024,Global,EAP,111,Vanuatu (111),"Manufacturing (11), Services (100)",3,1,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,13,1,6,6,5,29,3,0,1,5,0,9,9,0,0,1,2,4,1,0,1,1,0,1,2,0
"Venezuela, RB",2006,2005,2002,3,2/2006 - 6/2006,Global,LAC,500,"Caracas (276), Maracay (37), Valencia (187)","Chemicals & Chemical Products (15), Food (72), Garments (37), IT & IT Services (2), Machinery & Equipment (12), Rest of Universe (271), Retail (91)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500
"Venezuela, RB",2010,2009,2007,3,4/2010 -  4/2011,Global,LAC,320,"Caracas (162), Maracay (39), Valencia (119)","Manufacturing (85), Other Services (115), Retail (120)",29,0,0,3,4,0,1,3,2,0,6,0,7,2,2,15,1,2,2,4,0,2,0,0,0,2,0,18,35,120,10,0,2,6,4,31,0,7,0,0,0,0,0,0,0,0,0,0,0,0
Vietnam,2009,2008,2006,5,6/2009 - 1/2010,Global,EAP,1053,"Central North (110), Mekong River Delta (116), Red River Delta (333), South East (378), Southern Central Costal (116)","Fabricated Metal Products (94), Food (123), Garments (118), Non-Metallic Mineral Products (115), Other Manufacturing (240), Other Services (173), Retail (91), Textiles (99)",123,0,1,99,118,10,37,25,6,1,24,0,31,115,26,94,3,18,30,1,8,8,0,1,0,54,0,19,68,91,4,4,1,8,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,10
Vietnam,2015,2013/2014,2011/2012,4,11/2014 - 04/2016,Global,EAP,996,"Mekong River Delta (145), North Central Area And Central Coastal Area (210), Red River Delta (302), South East (339)","Fabricated Metal Products (98), Food (130), Garments (140), Non-Metallic Mineral Products (131), Other Manufacturing (195), Other Services (241), Retail (61)",130,0,0,24,140,14,21,8,12,2,18,0,19,131,14,98,0,9,35,3,0,12,4,0,0,75,0,13,106,61,23,2,0,3,0,15,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Vietnam,2023,2022/2023,2020/2021,5,04/2023 - 10/2023,Global,EAP,1028,"Mekong River Delta (135), Northern Central region, the Central Coast, Central Highlands (159), Northern Midlands and Mountains (126), Red River Delta (339), Southeast (269)","Construction (160), Fabricated Metal Products (104), Food (126), Garments (132), Other Manufacturing (204), Other Services (206), Retail (96)",126,3,0,11,132,8,7,10,6,1,5,2,26,38,17,104,4,10,17,7,1,19,6,6,53,62,45,14,136,96,18,3,1,7,2,6,5,0,0,2,0,0,9,0,1,0,0,2,0,0
West Bank and Gaza,2006,2006,,2,4/2006 - 8/2006,Not Global,MNA,401,"Gaza (173), West Bank (228)",Entire Sector (401),73,0,3,12,21,19,9,10,11,4,16,0,20,28,7,21,0,12,18,3,0,29,4,0,0,10,0,0,0,0,13,0,0,4,11,15,0,10,0,0,0,0,0,0,0,0,0,0,0,18
West Bank and Gaza,2013,2012,2009,2,6/2013 - 9/2013,Global,MNA,434,"Gaza (139), West Bank (295)","Manufacturing (158), Other Services (164), Retail (112)",33,0,3,5,10,3,9,4,7,0,8,0,15,23,1,17,1,2,4,1,0,10,2,0,0,9,0,37,39,112,27,0,0,3,0,41,0,8,0,0,0,0,0,0,0,0,0,0,0,0
West Bank and Gaza,2019,2018,2016,2,01/2019 - 05/2019,Global,MNA,365,"Gaza Strip (160), West Bank (205)","Manufacturing (129), Other Services (135), Retail (101)",29,0,1,1,12,5,2,4,2,0,7,0,8,28,4,5,0,2,1,1,0,15,2,0,0,20,0,28,36,101,19,0,0,3,0,25,0,2,0,0,0,0,0,0,0,0,0,0,0,2
West Bank and Gaza,2023,2022,2020,2,06/2023 - 08/2023,Global,MNA,360,"Gaza Strip (120), West Bank (240)","Manufacturing (133), Other Services (133), Retail (94)",31,2,0,0,11,3,2,2,2,0,2,4,11,28,7,3,0,1,2,1,0,20,0,1,3,4,9,10,47,94,21,0,0,0,0,9,15,1,3,3,2,1,1,0,0,0,0,1,3,0
"Yemen, Rep.",2010,2009,2006,6,3/2010 - 6/2010,Global,MNA,477,"Aden (88), Al Hudaydah (91), Al Mukalla (45), Ibb (40), Sanaa (131), Taiz (82)","Fabricated Metal Products (46), Food (54), Garments (45), Non-Metallic Mineral Products (47), Other Manufacturing (59), Other Services (140), Retail (86)",54,0,7,1,45,0,11,4,4,2,9,0,10,47,4,46,1,2,1,0,0,3,0,0,0,6,0,18,46,86,3,1,3,4,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yemen, Rep.",2013,2012,2009,2,3/2013 - 7/2014,Global,MNA,353,"Amanat Al-Asemah(Sanna) (149), Rest Of The Country (204)","Manufacturing (117), Other Services (110), Retail (126)",22,0,1,5,9,1,3,1,5,2,5,0,3,34,1,17,0,1,0,0,0,6,1,0,0,5,0,19,35,126,0,0,0,5,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,2007,2006,2003,4,10/2007 - 11/2007,Global,AFR,484,"Kitwe (66), Livingstone (53), Lusaka (301), Ndola (64)","Fabricated Metal Products (26), Food (114), Garments (56), Printing & Publishing (41), Rest of Universe (131), Retail (116)",114,0,0,6,56,6,6,3,41,0,10,0,13,6,2,26,0,2,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180
Zambia,2013,2012,2010,4,12/2012 -  2/2014,Global,AFR,720,"Kitwe (133), Livingstone (77), Lusaka (380), Ndola (130)","Basic Metals/Fabricated Metals/Machinery & Equip. (59), Food (62), Other Manufacturing (204), Other Services (228), Retail (128), Textiles & Garments (39)",62,0,0,8,31,4,19,2,30,1,26,0,23,36,7,34,1,7,18,1,1,53,0,0,0,23,0,32,23,128,13,0,0,4,0,119,0,14,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,2019,2018/2019/2020,2016/2017/2018,4,09/2019 - 03/2020,Global,AFR,601,"Kitwe (96), Livingstone (101), Lusaka (305), Ndola (99)","Food (74), Other Manufacturing (106), Other Services (244), Retail (142), Wholesale of Agri Inputs & Equipment (35)",74,0,2,4,9,2,10,2,9,1,13,0,7,8,7,8,1,1,2,1,0,19,0,0,0,50,0,36,63,142,29,1,2,6,5,71,0,16,0,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,2011,2010,2008,4,5/2011 -  3/2012,Global,AFR,599,"Bulawayo (150), Harare (339), Manicaland (55), Midlands (55)","Food (116), Other Manufacturing (163), Other Services (134), Retail (89), Textiles & Garments (97)",116,0,1,18,79,6,12,6,18,0,16,0,13,14,8,19,1,7,24,0,1,14,3,0,0,16,0,39,23,89,23,0,0,3,0,28,0,2,0,0,0,0,0,0,0,0,0,0,0,0
